borough,neighborhood,familysize,price,year
Queens,Astoria,1,45000,1974
Queens,Astoria,1,42000,1975
Queens,Astoria,1,44500,1976
Queens,Astoria,1,45000,1977
Queens,Astoria,1,46000,1978
Queens,Astoria,1,53000,1979
Queens,Astoria,1,55000,1980
Queens,Astoria,1,62750,1981
Queens,Astoria,1,71000,1982
Queens,Astoria,1,85000,1983
Queens,Astoria,1,105000,1984
Queens,Astoria,1,146000,1985
Queens,Astoria,1,191000,1986
Queens,Astoria,1,220000,1987
Queens,Astoria,1,235000,1988
Queens,Astoria,1,217500,1989
Queens,Astoria,4-Feb,111666.6667,1998
Queens,Astoria,4-Feb,117500,1999
Queens,Astoria,4-Feb,139000,2000
Queens,Astoria,4-Feb,158416.6667,2001
Queens,Astoria,4-Feb,175000,2002
Queens,Astoria,4-Feb,211666.6667,2003
Queens,Astoria,1,210500,1990
Queens,Astoria,1,180000,1991
Queens,Astoria,1,184000,1992
Queens,Astoria,1,194000,1993
Queens,Astoria,1,181500,1994
Queens,Astoria,1,175000,1995
Queens,Astoria,1,180000,1996
Queens,Astoria,1,181500,1997
Queens,Astoria,1,196250,1998
Queens,Astoria,1,215000,1999
Queens,Astoria,1,250000,2000
Queens,Astoria,1,275000,2001
Queens,Astoria,1,330000,2002
Queens,Astoria,1,390000,2003
Queens,Astoria,1,463000,2004
Queens,Astoria,1,530000,2005
Queens,Astoria,condo,44850,1984
Queens,Astoria,condo,57082,1985
Queens,Astoria,condo,105000,1986
Queens,Astoria,condo,115000,1987
Queens,Astoria,condo,105000,1988
Queens,Astoria,condo,110972,1989
Queens,Astoria,5+,36758.33333,1994
Queens,Astoria,5+,45000,1993
Queens,Astoria,5+,37500,1992
Queens,Astoria,5+,50000,1991
Queens,Astoria,5+,140833.3333,2008
Queens,Astoria,5+,143333.3333,2009
Queens,Astoria,5+,145833.3333,2010
Queens,Astoria,5+,148058.3333,2011
Queens,Astoria,4-Feb,27000,1975
Queens,Astoria,4-Feb,27500,1976
Queens,Astoria,5+,50000,1990
Queens,Astoria,4-Feb,27500,1977
Queens,Astoria,4-Feb,29000,1978
Queens,Astoria,4-Feb,28625,1979
Queens,Astoria,4-Feb,31000,1980
Queens,Astoria,4-Feb,34000,1981
Queens,Astoria,4-Feb,38500,1982
Queens,Astoria,4-Feb,45000,1983
Queens,Astoria,5+,52083.33333,1989
Queens,Astoria,5+,49416.66667,1988
Queens,Astoria,5+,50000,1987
Queens,Astoria,5+,37500,1986
Queens,Astoria,5+,25400,1985
Queens,Astoria,5+,19444.44444,1984
Queens,Astoria,5+,14583.33333,1983
Queens,Astoria,5+,11666.66667,1982
Queens,Astoria,5+,11583.33333,1981
Queens,Astoria,5+,11000,1980
Queens,Astoria,5+,9250,1979
Queens,Astoria,5+,10634.90361,1978
Queens,Astoria,5+,10645.83333,1977
Queens,Astoria,5+,9916.666667,1976
Queens,Astoria,5+,9500,1975
Queens,Astoria,5+,9833.333333,1974
Queens,Astoria,4-Feb,28500,1974
Queens,Astoria,5+,42666.66667,1995
Queens,Astoria,5+,38666.66667,1996
Queens,Astoria,5+,40000,1997
Queens,Astoria,5+,50000,1998
Queens,Astoria,5+,52500,1999
Queens,Astoria,5+,55500,2000
Queens,Astoria,5+,69565.21739,2001
Queens,Astoria,5+,80000,2002
Queens,Astoria,5+,91458.33333,2003
Queens,Astoria,5+,106980.5195,2004
Queens,Astoria,5+,128125,2005
Queens,Astoria,5+,140312.5,2006
Queens,Astoria,5+,154062.5,2007
Queens,Astoria,4-Feb,250000,2004
Queens,Astoria,4-Feb,297500,2005
Queens,Astoria,4-Feb,327500,2006
Queens,Astoria,4-Feb,330000,2007
Queens,Astoria,4-Feb,315000,2008
Queens,Astoria,4-Feb,267500,2009
Queens,Astoria,4-Feb,275000,2010
Queens,Astoria,4-Feb,282500,2011
Queens,Astoria,4-Feb,57500,1984
Queens,Astoria,4-Feb,84000,1985
Queens,Astoria,4-Feb,112500,1986
Queens,Astoria,4-Feb,126666.6667,1987
Queens,Astoria,4-Feb,130000,1988
Queens,Astoria,4-Feb,125000,1989
Queens,Astoria,condo,101000,1990
Queens,Astoria,condo,159198,1991
Queens,Astoria,condo,102400,1992
Queens,Astoria,condo,16000,1993
Queens,Astoria,condo,131313,1994
Queens,Astoria,condo,78000,1995
Queens,Astoria,condo,116610,1996
Queens,Astoria,condo,108000,1997
Queens,Astoria,condo,82000,1998
Queens,Astoria,condo,107500,1999
Queens,Astoria,condo,136250,2000
Queens,Astoria,condo,133500,2001
Queens,Astoria,condo,148506,2002
Queens,Astoria,condo,195000,2003
Queens,Astoria,condo,219500,2004
Queens,Astoria,condo,294060,2005
Queens,Astoria,condo,330789,2006
Queens,Astoria,condo,382785,2007
Queens,Astoria,condo,395460,2008
Queens,Astoria,condo,342616,2009
Queens,Astoria,4-Feb,126000,1990
Queens,Astoria,4-Feb,112500,1991
Queens,Astoria,4-Feb,103500,1992
Queens,Astoria,4-Feb,107500,1993
Queens,Astoria,4-Feb,105000,1994
Queens,Astoria,4-Feb,97500,1995
Queens,Astoria,4-Feb,105000,1996
Queens,Astoria,4-Feb,112500,1997
Queens,Astoria,condo,,1974
Queens,Astoria,condo,,1975
Queens,Astoria,condo,,1976
Queens,Astoria,condo,,1977
Queens,Astoria,condo,,1978
Queens,Astoria,condo,,1979
Queens,Astoria,condo,,1980
Queens,Astoria,condo,,1981
Queens,Astoria,condo,,1982
Queens,Astoria,condo,347500,2010
Queens,Astoria,condo,340000,2011
Queens,Astoria,condo,156000,1983
Queens,Astoria,1,548000,2011
Queens,Astoria,1,529000,2010
Queens,Astoria,1,530000,2009
Queens,Astoria,1,537500,2008
Queens,Astoria,1,600000,2007
Queens,Astoria,1,560000,2006
Brooklyn,Bath Beach,,,
Manhattan,Battery Park City,,,
Bronx,Baychester,5+,25366.80912,1988
Bronx,Baychester,5+,15750,1986
Bronx,Baychester,5+,16391.66667,1985
Bronx,Baychester,5+,12142.85714,1984
Bronx,Baychester,5+,8125,1983
Bronx,Baychester,5+,10625,1982
Bronx,Baychester,5+,7322.222222,1981
Bronx,Baychester,5+,6868.892857,1980
Bronx,Baychester,5+,9278.571429,1979
Bronx,Baychester,5+,5331.632653,1978
Bronx,Baychester,5+,6252.747253,1977
Bronx,Baychester,5+,4062.5,1976
Bronx,Baychester,5+,7142.857143,1975
Bronx,Baychester,5+,5642.857143,1974
Bronx,Baychester,condo,,1994
Bronx,Baychester,condo,,1993
Bronx,Baychester,condo,,1992
Bronx,Baychester,condo,,1991
Bronx,Baychester,condo,,1990
Bronx,Baychester,condo,,1989
Bronx,Baychester,condo,,1988
Bronx,Baychester,condo,,1987
Bronx,Baychester,condo,,1986
Bronx,Baychester,condo,,1985
Bronx,Baychester,condo,,1984
Bronx,Baychester,condo,,1983
Bronx,Baychester,condo,,1982
Bronx,Baychester,condo,,1981
Bronx,Baychester,condo,,1980
Bronx,Baychester,condo,,1979
Bronx,Baychester,condo,,1978
Bronx,Baychester,condo,,1977
Bronx,Baychester,condo,,1976
Bronx,Baychester,condo,,1975
Bronx,Baychester,condo,,1974
Bronx,Baychester,4-Feb,22250,1975
Bronx,Baychester,4-Feb,23500,1976
Bronx,Baychester,4-Feb,25000,1977
Bronx,Baychester,4-Feb,26000,1978
Bronx,Baychester,4-Feb,27936.25,1979
Bronx,Baychester,4-Feb,28000,1980
Bronx,Baychester,4-Feb,30750,1981
Bronx,Baychester,4-Feb,31000,1982
Bronx,Baychester,4-Feb,35000,1983
Bronx,Baychester,4-Feb,37750,1984
Bronx,Baychester,4-Feb,47000,1985
Bronx,Baychester,4-Feb,62500,1986
Bronx,Baychester,4-Feb,80000,1987
Bronx,Baychester,4-Feb,92500,1988
Bronx,Baychester,4-Feb,103333.3333,1989
Bronx,Baychester,4-Feb,100000,1990
Bronx,Baychester,4-Feb,92500,1991
Bronx,Baychester,4-Feb,89750,1992
Bronx,Baychester,4-Feb,87500,1993
Bronx,Baychester,4-Feb,86500,1994
Bronx,Baychester,4-Feb,87500,1995
Bronx,Baychester,4-Feb,92500,1996
Bronx,Baychester,4-Feb,90000,1997
Bronx,Baychester,4-Feb,95000,1998
Bronx,Baychester,4-Feb,110000,1999
Bronx,Baychester,4-Feb,117500,2000
Bronx,Baychester,4-Feb,125000,2001
Bronx,Baychester,4-Feb,128333.3333,2002
Bronx,Baychester,4-Feb,152500,2003
Bronx,Baychester,4-Feb,180000,2004
Bronx,Baychester,4-Feb,210000,2005
Bronx,Baychester,4-Feb,237000,2006
Bronx,Baychester,4-Feb,243289.5,2007
Bronx,Baychester,4-Feb,220000,2008
Bronx,Baychester,4-Feb,200000,2009
Bronx,Baychester,4-Feb,180000,2010
Bronx,Baychester,4-Feb,167500,2011
Bronx,Baychester,condo,107000,2011
Bronx,Baychester,condo,261590,2010
Bronx,Baychester,condo,249100,2009
Bronx,Baychester,condo,,2008
Bronx,Baychester,condo,214005,2007
Bronx,Baychester,condo,192660,2006
Bronx,Baychester,condo,,2005
Bronx,Baychester,condo,,2004
Bronx,Baychester,condo,,2003
Bronx,Baychester,condo,,2002
Bronx,Baychester,condo,,2001
Bronx,Baychester,condo,,2000
Bronx,Baychester,4-Feb,21000,1974
Bronx,Baychester,1,42500,1978
Bronx,Baychester,1,44000,1979
Bronx,Baychester,1,47000,1980
Bronx,Baychester,1,50000,1981
Bronx,Baychester,1,54500,1982
Bronx,Baychester,1,59000,1983
Bronx,Baychester,1,66000,1984
Bronx,Baychester,1,80000,1985
Bronx,Baychester,1,110000,1986
Bronx,Baychester,1,130000,1987
Bronx,Baychester,1,155000,1988
Bronx,Baychester,1,165000,1989
Bronx,Baychester,1,162000,1990
Bronx,Baychester,1,152000,1991
Bronx,Baychester,1,152250,1992
Bronx,Baychester,1,150000,1993
Bronx,Baychester,1,150000,1994
Bronx,Baychester,1,155000,1995
Bronx,Baychester,1,156250,1996
Bronx,Baychester,1,160000,1997
Bronx,Baychester,1,165000,1998
Bronx,Baychester,1,180000,1999
Bronx,Baychester,1,185000,2000
Bronx,Baychester,1,205000,2001
Bronx,Baychester,1,225000,2002
Bronx,Baychester,1,250000,2003
Bronx,Baychester,1,295100,2004
Bronx,Baychester,1,350000,2005
Bronx,Baychester,1,381800,2006
Bronx,Baychester,1,405500,2007
Bronx,Baychester,1,370000,2008
Bronx,Baychester,1,314500,2009
Bronx,Baychester,1,320000,2010
Bronx,Baychester,1,36500,1974
Bronx,Baychester,1,37500,1975
Bronx,Baychester,1,38500,1976
Bronx,Baychester,1,40200,1977
Bronx,Baychester,1,310000,2011
Bronx,Baychester,condo,,1999
Bronx,Baychester,condo,,1998
Bronx,Baychester,condo,,1997
Bronx,Baychester,condo,,1996
Bronx,Baychester,condo,,1995
Bronx,Baychester,5+,60572.05882,2011
Bronx,Baychester,5+,74537.03704,2010
Bronx,Baychester,5+,72212.88515,2009
Bronx,Baychester,5+,86250,2008
Bronx,Baychester,5+,88632,2007
Bronx,Baychester,5+,95030.30303,2006
Bronx,Baychester,5+,85312.5,2005
Bronx,Baychester,5+,67291.66667,2004
Bronx,Baychester,5+,59198.71795,2003
Bronx,Baychester,5+,53400,2002
Bronx,Baychester,5+,44791.66667,2001
Bronx,Baychester,5+,51250,2000
Bronx,Baychester,5+,39687.5,1999
Bronx,Baychester,5+,35000,1998
Bronx,Baychester,5+,30684.52381,1997
Bronx,Baychester,5+,22142.85714,1996
Bronx,Baychester,5+,33333.33333,1995
Bronx,Baychester,5+,24208.28571,1994
Bronx,Baychester,5+,39166.66667,1993
Bronx,Baychester,5+,36666.66667,1992
Bronx,Baychester,5+,31749.33214,1991
Bronx,Baychester,5+,32571.42857,1990
Bronx,Baychester,5+,36354.03727,1989
Bronx,Baychester,5+,20523.89706,1987
Brooklyn,Bay Ridge,1,650000,2007
Brooklyn,Bay Ridge,4-Feb,30000,1977
Brooklyn,Bay Ridge,4-Feb,30000,1978
Brooklyn,Bay Ridge,4-Feb,32000,1979
Brooklyn,Bay Ridge,4-Feb,35000,1980
Brooklyn,Bay Ridge,4-Feb,40625,1981
Brooklyn,Bay Ridge,4-Feb,45000,1982
Brooklyn,Bay Ridge,4-Feb,57083.33333,1983
Brooklyn,Bay Ridge,4-Feb,66500,1984
Brooklyn,Bay Ridge,4-Feb,87500,1985
Brooklyn,Bay Ridge,4-Feb,105000,1986
Brooklyn,Bay Ridge,4-Feb,125000,1987
Brooklyn,Bay Ridge,4-Feb,132500,1988
Brooklyn,Bay Ridge,4-Feb,127500,1989
Brooklyn,Bay Ridge,4-Feb,127500,1990
Brooklyn,Bay Ridge,4-Feb,127425,1991
Brooklyn,Bay Ridge,4-Feb,112500,1992
Brooklyn,Bay Ridge,4-Feb,118000,1993
Brooklyn,Bay Ridge,4-Feb,116250,1994
Brooklyn,Bay Ridge,4-Feb,117500,1995
Brooklyn,Bay Ridge,4-Feb,117500,1996
Brooklyn,Bay Ridge,4-Feb,122500,1997
Brooklyn,Bay Ridge,4-Feb,135000,1998
Brooklyn,Bay Ridge,4-Feb,150000,1999
Brooklyn,Bay Ridge,4-Feb,169500,2000
Brooklyn,Bay Ridge,4-Feb,187500,2001
Brooklyn,Bay Ridge,4-Feb,212500,2002
Brooklyn,Bay Ridge,4-Feb,255000,2003
Brooklyn,Bay Ridge,4-Feb,295000,2004
Brooklyn,Bay Ridge,4-Feb,341250,2005
Brooklyn,Bay Ridge,4-Feb,334750,2006
Brooklyn,Bay Ridge,4-Feb,335000,2007
Brooklyn,Bay Ridge,4-Feb,342500,2008
Brooklyn,Bay Ridge,4-Feb,329250,2009
Brooklyn,Bay Ridge,4-Feb,350000,2010
Brooklyn,Bay Ridge,4-Feb,325000,2011
Brooklyn,Bay Ridge,condo,410000,2011
Brooklyn,Bay Ridge,condo,382500,2010
Brooklyn,Bay Ridge,condo,393202,2009
Brooklyn,Bay Ridge,condo,417250,2008
Brooklyn,Bay Ridge,condo,393432,2007
Brooklyn,Bay Ridge,condo,467000,2006
Brooklyn,Bay Ridge,condo,410000,2005
Brooklyn,Bay Ridge,condo,390000,2004
Brooklyn,Bay Ridge,condo,325000,2003
Brooklyn,Bay Ridge,condo,264320,2002
Brooklyn,Bay Ridge,condo,235248,2001
Brooklyn,Bay Ridge,condo,218010,2000
Brooklyn,Bay Ridge,condo,207500,1999
Brooklyn,Bay Ridge,condo,170000,1998
Brooklyn,Bay Ridge,condo,148551,1997
Brooklyn,Bay Ridge,condo,163000,1996
Brooklyn,Bay Ridge,condo,170000,1995
Brooklyn,Bay Ridge,condo,126500,1994
Brooklyn,Bay Ridge,condo,118000,1993
Brooklyn,Bay Ridge,condo,162240,1992
Brooklyn,Bay Ridge,condo,167310,1991
Brooklyn,Bay Ridge,condo,165000,1990
Brooklyn,Bay Ridge,condo,167310,1989
Brooklyn,Bay Ridge,condo,164775,1988
Brooklyn,Bay Ridge,condo,120000,1987
Brooklyn,Bay Ridge,condo,112500,1986
Brooklyn,Bay Ridge,condo,,1985
Brooklyn,Bay Ridge,condo,,1984
Brooklyn,Bay Ridge,condo,,1983
Brooklyn,Bay Ridge,condo,,1982
Brooklyn,Bay Ridge,condo,,1981
Brooklyn,Bay Ridge,condo,,1980
Brooklyn,Bay Ridge,condo,,1979
Brooklyn,Bay Ridge,condo,,1978
Brooklyn,Bay Ridge,condo,,1977
Brooklyn,Bay Ridge,condo,,1976
Brooklyn,Bay Ridge,condo,,1975
Brooklyn,Bay Ridge,condo,,1974
Brooklyn,Bay Ridge,5+,7104.166667,1974
Brooklyn,Bay Ridge,5+,8833.333333,1975
Brooklyn,Bay Ridge,5+,7671.875,1976
Brooklyn,Bay Ridge,5+,6421.052632,1977
Brooklyn,Bay Ridge,5+,8888.888889,1978
Brooklyn,Bay Ridge,5+,9166.666667,1979
Brooklyn,Bay Ridge,5+,9333.333333,1980
Brooklyn,Bay Ridge,5+,10000,1981
Brooklyn,Bay Ridge,5+,11485.29412,1982
Brooklyn,Bay Ridge,5+,13648.93617,1983
Brooklyn,Bay Ridge,5+,18995.53571,1984
Brooklyn,Bay Ridge,5+,25000,1985
Brooklyn,Bay Ridge,5+,34062.5,1986
Brooklyn,Bay Ridge,5+,42916.66667,1987
Brooklyn,Bay Ridge,5+,31753.33333,1988
Brooklyn,Bay Ridge,5+,49166.66667,1989
Brooklyn,Bay Ridge,5+,43333.33333,1990
Brooklyn,Bay Ridge,5+,40104.16667,1991
Brooklyn,Bay Ridge,5+,33750,1992
Brooklyn,Bay Ridge,5+,45833.33333,1993
Brooklyn,Bay Ridge,5+,35000,1994
Brooklyn,Bay Ridge,5+,38666.66667,1995
Brooklyn,Bay Ridge,5+,42166.66667,1996
Brooklyn,Bay Ridge,5+,46666.66667,1997
Brooklyn,Bay Ridge,5+,50000,1998
Brooklyn,Bay Ridge,5+,52250,1999
Brooklyn,Bay Ridge,5+,57971.01449,2000
Brooklyn,Bay Ridge,5+,71666.66667,2001
Brooklyn,Bay Ridge,5+,70000,2002
Brooklyn,Bay Ridge,5+,71250,2003
Brooklyn,Bay Ridge,5+,114285.7143,2004
Brooklyn,Bay Ridge,5+,129448.1982,2005
Brooklyn,Bay Ridge,5+,132142.8571,2006
Brooklyn,Bay Ridge,5+,132500,2007
Brooklyn,Bay Ridge,5+,130231.4815,2008
Brooklyn,Bay Ridge,5+,133333.3333,2009
Brooklyn,Bay Ridge,5+,140000,2010
Brooklyn,Bay Ridge,1,50000,1974
Brooklyn,Bay Ridge,1,50500,1975
Brooklyn,Bay Ridge,1,54000,1976
Brooklyn,Bay Ridge,1,55000,1977
Brooklyn,Bay Ridge,1,59000,1978
Brooklyn,Bay Ridge,1,65000,1979
Brooklyn,Bay Ridge,1,72500,1980
Brooklyn,Bay Ridge,1,85000,1981
Brooklyn,Bay Ridge,1,94000,1982
Brooklyn,Bay Ridge,1,115000,1983
Brooklyn,Bay Ridge,1,130000,1984
Brooklyn,Bay Ridge,1,173500,1985
Brooklyn,Bay Ridge,1,218500,1986
Brooklyn,Bay Ridge,1,240000,1987
Brooklyn,Bay Ridge,1,265000,1988
Brooklyn,Bay Ridge,1,260000,1989
Brooklyn,Bay Ridge,1,245000,1990
Brooklyn,Bay Ridge,1,232500,1991
Brooklyn,Bay Ridge,1,220000,1992
Brooklyn,Bay Ridge,1,225000,1993
Brooklyn,Bay Ridge,1,228000,1994
Brooklyn,Bay Ridge,1,225000,1995
Brooklyn,Bay Ridge,1,235000,1996
Brooklyn,Bay Ridge,1,246250,1997
Brooklyn,Bay Ridge,1,262575,1998
Brooklyn,Bay Ridge,1,290000,1999
Brooklyn,Bay Ridge,1,328500,2000
Brooklyn,Bay Ridge,1,370000,2001
Brooklyn,Bay Ridge,1,397500,2002
Brooklyn,Bay Ridge,1,482000,2003
Brooklyn,Bay Ridge,1,557500,2004
Brooklyn,Bay Ridge,1,622500,2005
Brooklyn,Bay Ridge,1,635000,2006
Brooklyn,Bay Ridge,1,621250,2008
Brooklyn,Bay Ridge,1,614500,2009
Brooklyn,Bay Ridge,1,645925,2010
Brooklyn,Bay Ridge,1,668800,2011
Brooklyn,Bay Ridge,5+,180000,2011
Brooklyn,Bay Ridge,4-Feb,28000,1976
Brooklyn,Bay Ridge,4-Feb,28500,1975
Brooklyn,Bay Ridge,4-Feb,27000,1974
Queens,Bayside,condo,71490,1982
Queens,Bayside,4-Feb,362500,2011
Queens,Bayside,condo,87500,1977
Queens,Bayside,condo,55000,1978
Queens,Bayside,condo,103500,1979
Queens,Bayside,condo,110000,1980
Queens,Bayside,4-Feb,36625,1977
Queens,Bayside,4-Feb,36875,1978
Queens,Bayside,4-Feb,40000,1979
Queens,Bayside,4-Feb,42750,1980
Queens,Bayside,4-Feb,55000,1981
Queens,Bayside,4-Feb,59250,1982
Queens,Bayside,4-Feb,70000,1983
Queens,Bayside,4-Feb,86000,1984
Queens,Bayside,4-Feb,107500,1985
Queens,Bayside,4-Feb,134750,1986
Queens,Bayside,4-Feb,153750,1987
Queens,Bayside,4-Feb,159500,1988
Queens,Bayside,4-Feb,162500,1989
Queens,Bayside,4-Feb,163000,1990
Queens,Bayside,4-Feb,136000,1991
Queens,Bayside,4-Feb,124166.6667,1992
Queens,Bayside,4-Feb,132500,1993
Queens,Bayside,4-Feb,131250,1994
Queens,Bayside,5+,,1974
Queens,Bayside,5+,8152.173913,1975
Queens,Bayside,5+,10224.65877,1976
Queens,Bayside,5+,16370.37037,1981
Queens,Bayside,4-Feb,360000,2010
Queens,Bayside,4-Feb,379625,2009
Queens,Bayside,4-Feb,386000,2008
Queens,Bayside,4-Feb,379500,2007
Queens,Bayside,4-Feb,370000,2006
Queens,Bayside,4-Feb,365000,2005
Queens,Bayside,4-Feb,325000,2004
Queens,Bayside,4-Feb,275000,2003
Queens,Bayside,4-Feb,232500,2002
Queens,Bayside,4-Feb,215000,2001
Queens,Bayside,1,625000,2011
Queens,Bayside,1,636500,2010
Queens,Bayside,1,615000,2009
Queens,Bayside,1,656500,2008
Queens,Bayside,1,650000,2007
Queens,Bayside,1,667500,2006
Queens,Bayside,1,648500,2005
Queens,Bayside,1,560000,2004
Queens,Bayside,1,495000,2003
Queens,Bayside,1,435500,2002
Queens,Bayside,1,381000,2001
Queens,Bayside,1,350000,2000
Queens,Bayside,1,300000,1999
Queens,Bayside,1,269000,1998
Queens,Bayside,1,253000,1997
Queens,Bayside,1,244000,1996
Queens,Bayside,1,234750,1995
Queens,Bayside,1,239900,1994
Queens,Bayside,1,239000,1993
Queens,Bayside,1,235000,1992
Queens,Bayside,1,240000,1991
Queens,Bayside,4-Feb,181250,2000
Queens,Bayside,1,253500,1990
Queens,Bayside,1,260000,1989
Queens,Bayside,1,270000,1988
Queens,Bayside,1,257050,1987
Queens,Bayside,1,231750,1986
Queens,Bayside,1,185000,1985
Queens,Bayside,1,150000,1984
Queens,Bayside,1,122750,1983
Queens,Bayside,1,104000,1982
Queens,Bayside,1,95000,1981
Queens,Bayside,1,81500,1980
Queens,Bayside,1,70000,1979
Queens,Bayside,1,62500,1978
Queens,Bayside,1,59000,1977
Queens,Bayside,1,57500,1976
Queens,Bayside,4-Feb,160000,1999
Queens,Bayside,4-Feb,144000,1998
Queens,Bayside,4-Feb,134500,1997
Queens,Bayside,4-Feb,145000,1996
Queens,Bayside,4-Feb,131750,1995
Queens,Bayside,5+,369593.4522,2011
Queens,Bayside,5+,277083.3333,2010
Queens,Bayside,5+,228000,2009
Queens,Bayside,5+,257562.5,2008
Queens,Bayside,5+,180000,2007
Queens,Bayside,5+,182916.6667,2005
Queens,Bayside,5+,136666.6667,2004
Queens,Bayside,5+,114285.7143,2003
Queens,Bayside,5+,87500,2002
Queens,Bayside,5+,111750,2001
Queens,Bayside,5+,37083.33333,2000
Queens,Bayside,5+,47619.04762,1999
Queens,Bayside,5+,,1998
Queens,Bayside,5+,51666.66667,1997
Queens,Bayside,5+,29318.18182,1996
Queens,Bayside,5+,,1995
Queens,Bayside,5+,14687.5,1980
Queens,Bayside,5+,16596.90907,1979
Queens,Bayside,5+,11461.89655,1978
Queens,Bayside,5+,,1994
Queens,Bayside,5+,23535.71429,1993
Queens,Bayside,5+,33333.33333,1992
Queens,Bayside,5+,,1991
Queens,Bayside,5+,55104.16667,1990
Queens,Bayside,5+,62166.66667,1989
Queens,Bayside,5+,,1988
Queens,Bayside,5+,60000,1987
Queens,Bayside,5+,71333.33333,1986
Queens,Bayside,5+,13010.34483,1977
Queens,Bayside,5+,23333.33333,1985
Queens,Bayside,5+,20000,1984
Queens,Bayside,5+,38623.21154,1983
Queens,Bayside,5+,19065.98864,1982
Queens,Bayside,1,56000,1975
Queens,Bayside,1,56250,1974
Queens,Bayside,4-Feb,36125,1974
Queens,Bayside,4-Feb,33250,1975
Queens,Bayside,4-Feb,32500,1976
Queens,Bayside,condo,51000,1974
Queens,Bayside,condo,53250,1975
Queens,Bayside,condo,56000,1976
Queens,Bayside,condo,87000,1981
Queens,Bayside,condo,109455,1983
Queens,Bayside,condo,98490,1984
Queens,Bayside,condo,119000,1985
Queens,Bayside,condo,180500,1986
Queens,Bayside,condo,217000,1987
Queens,Bayside,condo,202000,1988
Queens,Bayside,condo,154817.5,1989
Queens,Bayside,condo,185000,1990
Queens,Bayside,condo,144495,1991
Queens,Bayside,condo,145000,1992
Queens,Bayside,condo,140000,1993
Queens,Bayside,condo,142000,1994
Queens,Bayside,condo,191000,1995
Queens,Bayside,condo,153000,1996
Queens,Bayside,condo,198500,1997
Queens,Bayside,condo,205000,1998
Queens,Bayside,condo,210000,1999
Queens,Bayside,condo,217000,2000
Queens,Bayside,condo,250000,2001
Queens,Bayside,condo,267500,2002
Queens,Bayside,condo,312000,2003
Queens,Bayside,condo,346000,2004
Queens,Bayside,condo,409000,2005
Queens,Bayside,condo,431250,2006
Queens,Bayside,condo,437000,2007
Queens,Bayside,condo,450000,2008
Queens,Bayside,condo,387500,2009
Queens,Bayside,5+,,2006
Queens,Bayside,condo,445000,2010
Queens,Bayside,condo,394000,2011
Queens,Bayswater,,,
Queens,Bayswater,,,
Queens,Bay Terrace,,,
Staten Island,"Bay Terrace, Staten Island",,,
,,5+,21751.92308,1997
,,condo,149675,2002
,,condo,148000,2001
,,condo,,2000
,,5+,17486.48649,1996
,,5+,17329.78723,1995
,,5+,4779.073071,1981
,,5+,6025.981481,1980
,,5+,4633.899921,1979
,,condo,,1999
,,condo,,1998
,,condo,,1997
,,condo,,1996
,,condo,,1995
,,condo,103944,1994
,,condo,,1993
,,condo,,1992
,,condo,,1991
,,condo,,1990
,,condo,,1989
,,condo,,1988
,,condo,,1987
,,condo,,1986
,,5+,4138.967742,1978
,,5+,3960.787879,1977
,,5+,4570.387755,1976
,,5+,4212.962963,1975
,,5+,4520.758042,1974
,,4-Feb,21375,1978
,,4-Feb,20000,1977
,,4-Feb,19500,1976
,,4-Feb,17500,1975
,,4-Feb,17250,1974
,,condo,320000,2011
,,condo,362505,2010
,,condo,299130,2009
,,condo,128000,2008
,,condo,,2007
,,condo,142500,2006
,,condo,,2005
,,condo,,2003
,,5+,17500,1994
,,condo,,2004
,,5+,15536.39847,1993
,,5+,18322.55892,1992
,,5+,16314.81481,1991
,,5+,18236.20635,1990
,,5+,25728.81356,1989
,,5+,21331.39535,1988
,,5+,17159.09091,1987
,,5+,15714.28571,1986
,,5+,8823.529412,1985
,,5+,8097.726896,1984
,,5+,5897.65175,1983
,,5+,6081.666667,1982
,,condo,,1985
,,condo,,1984
,,condo,,1983
,,condo,,1982
,,condo,,1981
,,condo,,1980
,,condo,,1979
,,condo,,1978
,,condo,,1977
,,condo,,1976
,,condo,,1975
,,condo,,1974
,,1,28000,1974
,,1,31450,1975
,,1,29950,1976
,,1,32500,1977
,,1,34400,1978
,,1,31500,1979
,,1,35250,1980
,,1,40000,1981
,,1,36000,1982
,,1,36400,1983
,,1,42875,1984
,,1,55000,1985
,,1,75000,1986
,,1,90000,1987
,,1,135000,1988
,,1,157500,1989
,,1,140000,1990
,,1,124500,1991
,,1,138500,1992
,,1,138000,1993
,,1,140000,1994
,,1,140000,1995
,,1,132000,1996
,,1,131000,1997
,,1,153000,1998
,,1,165510,1999
,,1,190000,2000
,,1,192500,2001
,,1,217500,2002
,,1,262500,2003
,,1,275000,2004
,,1,330000,2005
,,1,360000,2006
,,1,396250,2007
,,1,325000,2008
,,1,295188,2009
,,1,289715.79,2010
,,1,284000,2011
,,4-Feb,185000,2011
,,4-Feb,188000,2010
,,4-Feb,206666.6667,2009
,,4-Feb,224166.6667,2008
,,4-Feb,226666.6667,2007
,,4-Feb,230000,2006
,,4-Feb,191666.6667,2005
,,4-Feb,150750,2004
,,4-Feb,140000,2003
,,4-Feb,116858.3333,2002
,,4-Feb,115849.5,2001
,,4-Feb,94480,2000
,,4-Feb,89750,1999
,,4-Feb,84750,1998
